datasheet_id|line|ability_id|model|name|description|type|parameter|
000000695|2|||Earthshaker Rounds|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, if one or more of those attacks made with its earthshaker cannon scored a hit against an enemy <span class="kwb">INFANTRY</span> unit, until the end of your opponent’s next turn, that unit is shaken. While a unit is shaken, subtract 2" from its Move characteristic and subtract 2 from <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> and <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge rolls</a> made for it.|Datasheet||
000000695|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000696|1|000008339||||Core|D3|
000000696|2|||Flak Battery|Each time this model makes an attack that targets a unit that can <span class="kwb">FLY</span>, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000696|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000697|1|000008339||||Core|D3|
000000697|2|||Suppression Bombardment|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, select one enemy unit (excluding <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> units) that was hit by one or more attacks made with this model’s Wyvern quad stormshard mortar this phase. Until the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000697|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000698|1|000008339||||Core|D3|
000000698|2|||Furious Barrage|Each time this model makes an attack with its storm eagle rockets that targets an enemy unit that contains five or more models, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000698|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000699|1|000008339||||Core|D6|
000000699|2|||Deathstrike Missile|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, each time this model is selected to shoot, if it has not shot with its Deathstrike missile this battle, you can do one of the following in addition to resolving this model’s ranged attacks: <br><ul><li><b>Designate Target:</b> If this model does not have a Deathstrike Target marker on the battlefield, place a Deathstrike Target marker for this model anywhere on the battlefield.</li><li><b>Adjust Target:</b> If this model has a Deathstrike Target marker on the battlefield, move that marker to anywhere else on the battlefield.</li></ul>|Datasheet||
000000699|3|||Plasma Warhead|The bearer can only shoot with this weapon in your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, and only if it <a href="/wh40k10ed/the-rules/core-rules/#Remain-Stationary">Remained Stationary</a> this turn and you did not use its Deathstrike Missile ability to Designate Target or Adjust Target this phase. When the bearer shoots with this weapon, do not select a target. Instead, resolve this weapon’s attacks, rolling for each unit within 6" of the centre of its Deathstrike Target marker individually.|Wargear profile||
000000699|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000700|1|000008339||||Core|D3|
000000700|2|||Armoured Spearhead|Each time this model makes an attack that targets an enemy unit, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1 and, if that unit is within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you do not control, you can re-roll the Hit roll instead.|Datasheet||
000000700|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000701|1|000008339||||Core|D3|
000000701|2|||Line-breaker|When making ranged attacks with its demolisher battle cannon, this model can target enemy units within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> for being within Engagement Range of one or more enemy units.|Datasheet||
000000701|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000000702|1|000008339||||Core|D6+2|
000000702|2|||Rolling Fortress|Each time a ranged attack is allocated to an <span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> model from your army, if that model is not fully visible to every model in the attacking unit because of this <span class="kwb">BANEBLADE</span> model, that model has the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a> against that attack.|Datasheet||
000000703|1|000008339||||Core|D6+2|
000000703|2|000008334||||Core|12|
000000703|3|||Tremor Quake|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after selecting a target for this model’s tremor cannon, the target unit and every other enemy <span class="kwb">INFANTRY</span> unit within 3" of that unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000000704|1|000008339||||Core|D6+2|
000000704|2|||Armour Obliteration|Each time an attack made with this model’s quake cannon destroys an enemy model that has the <a href="/wh40k10ed/the-rules/core-rules/#Assault">Deadly Demise</a> ability, that model’s Deadly Demise ability inflicts <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a> on a D6 roll of 3+ instead of on a 6.|Datasheet||
000000705|1|000008339||||Core|D6+2|
000000705|2|000008334||||Core|12|
000000705|3|||Close-range Titan Killer|Each time this model’s magma cannon targets an enemy <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, that target is always considered to be within half range of that weapon.|Datasheet||
000000706|1|000008339||||Core|D6+2|
000000706|2|||Close-quarters Warfare|This model does not suffer the penalty to its <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> for making ranged attacks while enemy units are within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it.|Datasheet||
000000707|1|000008339||||Core|D6+2|
000000707|2|||Titan-killer|Each time this model makes a ranged attack with its volcano cannon that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, that attack has the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Devastating-Wounds">[DEVASTATING WOUNDS]</a></span> ability.|Datasheet||
000000708|1|000008339||||Core|D6+2|
000000708|2|000008334||||Core|24|
000000708|3|||Mount Up!|At the end of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, if there are no models currently <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within this Transport, you can select one friendly <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> unit (excluding <span class="tooltip00300" data-tooltip-content="#tooltip_content00300" data-tooltip-anchor="#tooltip_content00300"><span class="kwb">ARTILLERY</span></span> units) that is wholly within 6" of this Transport. Unless that unit is within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, it can embark within this Transport.|Datasheet||
000000709|1|000008339||||Core|D6+2|
000000709|2|||Concussive Wave|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, just after selecting a target for this model’s Stormsword siege cannon, roll one D6 for the target unit and every other unit within 3" of that unit: on a 5+, the unit being rolled for is struck by a concussive wave. After this model has finished making its attacks against that target unit this phase, each unit struck by a concussive wave suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>.|Datasheet||
000000713|1|000008346||||Core||
000000713|2|000008344||||Core|6"|
000000713|3|000008377||||Faction||
000000713|4|||Cold Steel and Courage|While this model is leading a unit, melee weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000000713|5|||Been There, Seen it, Killed it|Each time this model makes a melee attack, if it made a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a> this turn, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> and you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000000713|6|||ORDERS|This <span class="kwb">OFFICER</span> can issue up to 2 <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Orders</span></span> to <span class="tooltip00415" data-tooltip-content="#tooltip_content00415" data-tooltip-anchor="#tooltip_content00415"><span class="kwb">REGIMENT</span></span> units.|Special (правая колонка)||
000000714|1|000008338||||Core|6+|
000000714|2|000008346||||Core||
000000714|3|000008344||||Core|6"|
000000714|4|000008377||||Faction||
000000714|5|||Harker’s Hellraisers|While this model is leading a unit, each time a ranged attack targets that unit, if the attacking model is more than 12" away, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000000714|6|||Payback Time|Once per battle, when this model is selected to shoot, it can use this ability. If it does, until the end of the phase, its Payback weapon has an Attacks characteristic of 6 and the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 3]</a></span> ability instead of the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability.|Datasheet||
000000714|7|||ORDERS|This Officer can issue 1 <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Order</span></span> to a <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Catachan-Jungle-Fighters"><span class="kwb kwbo">CATACHAN</span> <span class="kwb kwbo">JUNGLE</span> <span class="kwb kwbo">FIGHTERS</span></a> unit.|Special (правая колонка)||
000000716|1|000008346||||Core||
000000716|2|000008377||||Faction||
000000716|3|||Summary Execution|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, at the start of any phase, you can select one friendly <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> unit that is <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shocked</a> and within 12" of this model. If you do, one model in that unit is destroyed, and that unit is then no longer Battle-shocked.|Datasheet||
000000716|4|||Political Overwatch|While another <span class="tooltip00267" data-tooltip-content="#tooltip_content00267" data-tooltip-anchor="#tooltip_content00267"><span class="kwb">OFFICER</span></span> model is in the same unit as this model, you can re-roll <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>s taken for that unit.|Datasheet||
000000716|5|||ORDERS|This <span class="kwb">OFFICER</span> can issue 1 Order to a <span class="tooltip00415" data-tooltip-content="#tooltip_content00415" data-tooltip-anchor="#tooltip_content00415"><span class="kwb">REGIMENT</span></span> unit. This <span class="kwb">OFFICER</span> can only issue the <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Duty</span> <span class="tt kwbu">and</span> <span class="tt kwbu">Honour!</span></span> and <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Fix</span> <span class="tt kwbu">Bayonets!</span></span> Orders.|Special (правая колонка)||
000000719|1|000008343||||Core||
000000719|2|000008346||||Core||
000000719|3|||Medi-pack|The bearer’s unit has the <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span></span> 6+ ability.|Wargear||
000000719|4|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearer’s unit.|Wargear||
000000719|5|||Command Rod|While the bearer is leading a unit, that unit can be affected by up to two different <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Orders</span></span> at the same time.|Wargear||
000000719|6|||Master Vox|Each time the <span class="kwb">OFFICER</span> in the bearer’s unit <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">issues</span> <span class="tt kwbu">an</span> <span class="tt kwbu">Order</span></span>, it can issue it to an eligible unit up to 24" away.|Wargear||
000000719|7|||Tempestor Prime|While this unit contains a <span class="kwb">TEMPESTOR</span> <span class="kwb">PRIME</span>, ranged weapons equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability.|Datasheet||
