datasheet_id|line|button|description|
000000650|1|•|For every 5 models in the unit:<ul style="list-style-type:circle"><li>1 model can be equipped with 1 hexrifle*</li><li>1 model can be equipped with 1 liquifier gun*</li><li>1 model can be equipped with 1 ossefactor*</li><li>1 model can be equipped with 1 stinger pistol*</li></ul>|
000000650|2|*|* Each model cannot be equipped with more than 1 ranged weapon.|
000000651|1|•|Any number of models can each be equipped with 1 liquifier gun.|
000000652|1|•|None|
000000656|1|•|This model’s dark lance can be replaced with 1 disintegrator cannon.|
000000657|1|•|This model’s twin splinter rifle can be replaced with 1 splinter cannon.|
000000658|1|•|For every 3 models in this unit, 1 model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 grav-talon</li><li>1 cluster caltrops</li></ul>|
000000658|2|•|For every 3 models in this unit, 1 model’s splinter rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 blaster</li><li>1 heat lance</li></ul>|
000000658|3|•|The Arena Champion can be equipped with 1 agoniser.|
000000659|1|•|The Helliarch can be equipped with 1 phantasm grenade launcher.|
000000659|2|•|The Helliarch’s hellglaive can be replaced with 1 splinter pistol and 1 Helliarch weapon.|
000000660|1|•|This model’s 2 dark lances can be replaced with 2 disintegrator cannons.|
000000660|2|•|This model’s twin splinter rifle can be replaced with 1 splinter cannon.|
000000661|1|•|The model’s 2 void lances can be replaced with 2 dark scythes.|
000000661|2|•|This model can be equipped with 1 Voidraven missiles.|
000000662|1|•|The Solarite can be equipped with 1 Solarite weapon.|
000000662|2|•|The Solarite can replace its shardcarbine with one of the following:<ul style="list-style-type:circle"><li>1 blast pistol</li><li>1 splinter pistol</li></ul>|
000000662|3|•|Up to 4 Scourges can each replace their shardcarbine with one of the following:<ul style="list-style-type:circle"><li>1 blaster</li><li>1 dark lance</li><li>1 Drukhari haywire blaster</li><li>1 heat lance</li><li>1 shredder</li><li>1 splinter cannon</li></ul>|
000000663|1|•|Any number of models can each replace one of their macro-scalpels with one of the following:<ul style="list-style-type:circle"><li>1 Talos ichor injector</li><li>1 twin liquifier gun</li></ul>|
000000663|2|•|Any number of models can each replace one of their macro-scalpels with one of the following:<ul style="list-style-type:circle"><li>1 chain-flails</li><li>1 Talos gauntlet</li></ul>|
000000663|3|•|Any number of models can each replace their twin splinter cannon with one of the following:<ul style="list-style-type:circle"><li>1 twin Drukhari haywire blasters</li><li>1 twin heat lance</li><li>1 stinger pod</li></ul>|
000000664|1|•|Any number of models can each be equipped with 1 spirit vortex.|
000000665|1|•|Any number of this model’s dark lances can each be replaced with 1 disintegrator cannon.|
000000666|1|•|None|
000000667|1|•|None|
000000680|1|•|This model’s Leman Russ battle cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 demolisher battle cannon</li><li>1 eradicator nova cannon</li><li>1 executioner plasma cannon</li><li>1 exterminator autocannon</li><li>1 punisher gatling cannon</li><li>1 vanquisher battle cannon</li></ul>|
000000680|2|•|This model’s lascannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>|
000000680|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 Militarum plasma cannons</li></ul>|
000000680|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy stubber</li><li>1 storm bolter</li></ul>|
000000680|5|•|This model can be equipped with 1 hunter-killer missile.|
000000684|1|•|For every 10 models in this unit, 1 Guardsman’s lasgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>|
000000684|2|•|For every 10 models in this unit, 1 Guardsman equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).|
000000684|3|•|Each Sergeant’s close combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 chainsword</li><li>1 power weapon</li></ul>|
000000684|4|•|Each Sergeant’s laspistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 boltgun</li><li>1 plasma pistol</li></ul>|
000000684|5|•|Each Heavy Weapons Team’s heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>|
000000686|1|•|Any number of models can each have their heavy bolter replaced with one of the following:<ul style="list-style-type:circle"><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>|
000000690|1|•|Any number of models can each have their Militarum multi-laser replaced with one of the following:<ul style="list-style-type:circle"><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>|
000000690|2|•|Any number of models can each be equipped with 1 Sentinel chainsaw.|
000000690|3|•|Any number of models can each be equipped with 1 hunter-killer missile.|
000000691|1|•|Any number of models can each have their Militarum multi-laser replaced with one of the following:<ul style="list-style-type:circle"><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>|
000000691|2|•|Any number of models can each be equipped with 1 Sentinel chainsaw.|
000000691|3|•|Any number of models can each be equipped with 1 hunter-killer missile.|
000000692|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000000692|2|•|This model’s Chimera multi-laser can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Chimera heavy bolter</li><li>1 Chimera heavy flamer</li></ul>|
000000692|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy stubber</li><li>1 storm bolter</li></ul>|
000000692|4|•|This model can be equipped with 1 hunter-killer missile.|
000000693|1|•|This model can be equipped with 1 storm bolter.|
000000694|1|•|This model’s inferno cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 chem cannon</li><li>1 melta cannon</li></ul>|
000000694|2|•|This model’s heavy flamer can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li></ul>|
000000694|3|•|This model can be equipped with 1 hunter-killer missile.|
000000695|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000000695|2|•|This model can be equipped with 1 hunter-killer missile.|
000000696|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000000696|2|•|This model can be equipped with 1 hunter-killer missile.|
000000697|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000000697|2|•|This model can be equipped with 1 hunter-killer missile.|
000000698|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000000698|2|•|This model can be equipped with 1 hunter-killer missile.|
000000699|1|•|This model’s heavy bolter can be replaced with 1 heavy flamer.|
000000699|2|•|This model can be equipped with 1 hunter-killer missile.|
000000700|1|•|This model’s lascannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>|
000000700|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>|
000000700|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy stubber</li><li>1 storm bolter</li></ul>|
000000700|4|•|This model can be equipped with 1 hunter-killer missile.|
000000701|1|•|This model’s lascannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>|
000000701|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>|
000000701|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy stubber</li><li>1 storm bolter</li></ul>|
000000701|4|•|This model can be equipped with 1 hunter-killer missile.|
000000702|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000702|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000703|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000703|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000704|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000704|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000705|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000705|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000706|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000706|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000707|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000707|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000708|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000708|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000709|1|•|This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
000000709|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>|
000000713|1|•|None|
000000714|1|•|None|
000000716|1|•|This model’s bolt pistol can be replaced with 1 plasma pistol.|
000000716|2|•|This model’s chainsword can be replaced with 1 power weapon.|
000000719|1|•|Any number of Tempestus Scions can each have their hot-shot lasgun replaced with one of the following:*<ul style="list-style-type:circle"><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>|
